title,imdb_rating,Processed Title,Success_x,n_unique_words_char_1,n_unique_words_char_2,n_unique_words_char_3,n_unique_words_char_4,n_unique_words_char_5,FK_read_level_char_1,FK_read_level_char_2,FK_read_level_char_3,FK_read_level_char_4,FK_read_level_char_5,n_stop_words_char_1,n_stop_words_char_2,n_stop_words_char_3,n_stop_words_char_4,n_stop_words_char_5,overall_polarity_char_1,overall_polarity_char_2,overall_polarity_char_3,overall_polarity_char_4,overall_polarity_char_5,tot_sents,tot_pass_sents,passive_ratio_x,num_pass_sents_char_1,num_pass_sents_char_2,num_pass_sents_char_3,num_pass_sents_char_4,num_pass_sents_char_5,num_sents_char_1,num_sents_char_2,num_sents_char_3,num_sents_char_4,num_sents_char_5,polarity_of_mentions_char_1,polarity_of_mentions_char_2,polarity_of_mentions_char_3,polarity_of_mentions_char_4,polarity_of_mentions_char_5,neg_polarity_of_mentions_char_1,neg_polarity_of_mentions_char_2,neg_polarity_of_mentions_char_3,neg_polarity_of_mentions_char_4,neg_polarity_of_mentions_char_5,pos_polarity_of_mentions_char_1,pos_polarity_of_mentions_char_2,pos_polarity_of_mentions_char_3,pos_polarity_of_mentions_char_4,pos_polarity_of_mentions_char_5,compound_polarity_of_mentions_char_1,compound_polarity_of_mentions_char_2,compound_polarity_of_mentions_char_3,compound_polarity_of_mentions_char_4,compound_polarity_of_mentions_char_5,tot_coref_sents,pct_coref_sents_x,n_coref_sents_char_1,n_coref_sents_char_2,n_coref_sents_char_3,n_coref_sents_char_4,n_coref_sents_char_5,fillers_per_sent_char_1,fillers_per_sent_char_2,fillers_per_sent_char_3,fillers_per_sent_char_4,fillers_per_sent_char_5,feels_per_sent_char_1,feels_per_sent_char_2,feels_per_sent_char_3,feels_per_sent_char_4,feels_per_sent_char_5,hw_per_sent_char_1,hw_per_sent_char_2,hw_per_sent_char_3,hw_per_sent_char_4,hw_per_sent_char_5,tot_feel_sents,tot_fill_sents,tot_hw_sents,feel_ratio,fill_ratio,hw_ratio,main_char_rel_diag_length,stdvs_unique_words_above_mean,FK_read_level_mean_char,stdvs_n_stop_words_above_mean,stdvs_n_curse_words_above_mean,stdvs_n_mentions_others_above_mean,passive_ratio_y,pct_coref_sents_y,tot_unique_per_sent,tot_stop_per_sent,std_of_overall_polarity,wav_polarity,avg_FK,sign_check_char_mention_polairty,std_of_char_mention_polarity,avg_sim_score,Success_y
Entrapment,6.3,Entrapment,1,1101,1000,150,153,97,2,2,2,5,3,171,159,60,46,40,0.9997,0.9958,-0.6141,0.9821,0.9531,1243,46,0.03700724054706357,16,26,2,2,0,665,489,40,25,24,"{'neg': 0.084, 'neu': 0.769, 'pos': 0.147, 'compound': 0.9999}","{'neg': 0.095, 'neu': 0.795, 'pos': 0.11, 'compound': 0.9993}","{'neg': 0.089, 'neu': 0.837, 'pos': 0.074, 'compound': -0.7945}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.008, 'neu': 0.836, 'pos': 0.156, 'compound': 0.9875}",0.084,0.095,0.08900000000000001,0.0,0.008,0.147,0.11,0.07400000000000001,0.0,0.156,0.9999,0.9993,-0.7945,0.0,0.9875,37,0.029766693483507644,15,17,3,0,2,104,109,5,7,4,11,17,0,0,0,180,119,4,3,7,28,229,313,0.02252614641995173,0.1842316975060338,0.251810136765889,51.1767578125,0.41786854148631497,2.8,-0.8244144834847275,-0.07504542088671709,-0.7963185415546794,0.03700724054706357,0.029766693483507644,2.01206757843926,0.3829444891391794,0.6389193138417402,0.9449795655671762,2.8,0,0.7271366903134514,0.24308160889384975,1
New York Minute,4.9,New-York-Minute,0,643,631,203,166,166,2,2,2,2,1,142,132,69,56,56,0.9933,0.9989,0.9978,0.967,0.9455,923,31,0.03358613217768147,16,11,3,1,0,377,388,66,49,43,"{'neg': 0.123, 'neu': 0.733, 'pos': 0.143, 'compound': 0.9974}","{'neg': 0.098, 'neu': 0.757, 'pos': 0.145, 'compound': 0.9997}","{'neg': 0.034, 'neu': 0.715, 'pos': 0.25, 'compound': 0.9994}","{'neg': 0.09, 'neu': 0.749, 'pos': 0.161, 'compound': 0.9903}","{'neg': 0.032, 'neu': 0.883, 'pos': 0.085, 'compound': 0.9842}",0.123,0.098,0.034,0.09,0.032,0.14300000000000002,0.145,0.25,0.161,0.085,0.9974,0.9997,0.9994,0.9903,0.9842,61,0.06608884073672806,20,33,2,4,2,41,29,5,6,1,11,10,4,2,0,100,93,20,9,10,27,82,232,0.029252437703141933,0.08884073672806067,0.2513542795232936,42.24050411342552,-0.7077729107954179,1.8,-1.106818455607681,-0.6187864454528892,-0.5975980030044311,0.03358613217768147,0.06608884073672806,1.9599133261105093,0.4929577464788733,0.021018753531073138,0.9923527627302277,1.8,1,0.006045494189890528,0.2344767172903176,0
The Hangover,7.7,"Hangover,-The",1,815,597,504,214,202,2,2,1,2,3,147,134,126,78,68,0.9998,0.9994,0.9995,0.9991,0.9965,1106,37,0.03345388788426763,14,14,3,3,3,433,302,258,64,49,"{'neg': 0.091, 'neu': 0.739, 'pos': 0.17, 'compound': 1.0}","{'neg': 0.104, 'neu': 0.734, 'pos': 0.162, 'compound': 1.0}","{'neg': 0.077, 'neu': 0.747, 'pos': 0.177, 'compound': 1.0}","{'neg': 0.038, 'neu': 0.694, 'pos': 0.268, 'compound': 0.9998}","{'neg': 0.076, 'neu': 0.717, 'pos': 0.207, 'compound': 0.9996}",0.091,0.104,0.077,0.038,0.076,0.17,0.162,0.177,0.268,0.207,1.0,1.0,1.0,0.9998,0.9996,194,0.17540687160940324,93,58,30,5,8,52,55,31,17,9,27,10,16,0,4,117,92,64,17,13,57,164,303,0.051537070524412296,0.14828209764918626,0.2739602169981917,41.037381774508326,0.14336146293564708,2.0,0.21106674763276886,-0.1883248010046696,0.9126780899774558,0.03345388788426763,0.17540687160940324,2.1084990958408683,0.5,0.0012009995836801785,0.9994340867992768,2.0,1,0.0001599999999999824,0.3042176422096541,1
The Shipping News,6.8,"Shipping-News,-The",0,930,534,451,384,360,1,1,2,4,2,175,129,108,97,88,0.9997,0.9991,0.9928,0.8540000000000001,0.9957,1285,36,0.02801556420233463,10,11,8,3,4,610,300,165,102,108,"{'neg': 0.096, 'neu': 0.759, 'pos': 0.145, 'compound': 1.0}","{'neg': 0.089, 'neu': 0.738, 'pos': 0.173, 'compound': 0.9999}","{'neg': 0.088, 'neu': 0.788, 'pos': 0.125, 'compound': 0.9928}","{'neg': 0.081, 'neu': 0.829, 'pos': 0.089, 'compound': 0.9392}","{'neg': 0.079, 'neu': 0.76, 'pos': 0.16, 'compound': 0.9989}",0.096,0.08900000000000001,0.08800000000000001,0.081,0.079,0.145,0.173,0.125,0.08900000000000001,0.16,1.0,0.9999,0.9928,0.9392,0.9989,39,0.030350194552529183,12,5,1,14,7,80,19,16,5,7,19,14,3,2,1,114,63,41,29,24,39,127,271,0.030350194552529183,0.09883268482490272,0.21089494163424125,44.514985583154775,0.6728839931576456,2.0,0.8027703082713382,-0.5055070653349367,-0.17631046127790476,0.02801556420233463,0.030350194552529183,2.0692607003891053,0.464591439688716,0.0571840747061627,0.9867724513618676,2.0,1,0.023630370289100408,0.20070704134798736,0
Analyze This,6.7,Analyze-This,1,875,749,371,295,228,2,2,2,2,2,155,144,96,97,89,0.998,-0.9982,-0.9649,0.9651,-0.981,1683,56,0.033273915626856804,26,13,6,9,2,719,613,157,117,77,"{'neg': 0.117, 'neu': 0.742, 'pos': 0.141, 'compound': 0.9999}","{'neg': 0.151, 'neu': 0.703, 'pos': 0.146, 'compound': -0.9994}","{'neg': 0.147, 'neu': 0.72, 'pos': 0.133, 'compound': -0.995}","{'neg': 0.098, 'neu': 0.774, 'pos': 0.128, 'compound': 0.9928}","{'neg': 0.129, 'neu': 0.771, 'pos': 0.1, 'compound': -0.9947}",0.117,0.151,0.147,0.098,0.129,0.141,0.146,0.133,0.128,0.1,0.9999,-0.9994,-0.995,0.9928,-0.9947,59,0.035056446821152706,26,7,11,5,10,8,3,4,0,0,42,14,6,9,7,207,158,38,34,15,78,15,452,0.046345811051693414,0.008912655971479501,0.26856803327391565,43.124036622281636,0.44548167956537627,2.0,0.5876053771300402,0.8765013721040841,-0.2875939628660438,0.033273915626856804,0.035056446821152706,1.4961378490790256,0.3452168746286393,0.9617427992971924,-0.005017349970291152,2.0,0,0.9762318073080798,0.23917665298754295,1
Peggy Sue Got Married,6.3,Peggy-Sue-Got-Married,1,958,607,446,315,259,2,2,3,3,5,152,132,115,91,74,0.9999,0.9998,0.9985,0.9873,0.9965,1428,41,0.02871148459383753,23,8,4,6,0,795,333,183,80,37,"{'neg': 0.094, 'neu': 0.72, 'pos': 0.187, 'compound': 1.0}","{'neg': 0.092, 'neu': 0.72, 'pos': 0.188, 'compound': 1.0}","{'neg': 0.064, 'neu': 0.788, 'pos': 0.149, 'compound': 0.9996}","{'neg': 0.065, 'neu': 0.805, 'pos': 0.13, 'compound': 0.9873}","{'neg': 0.028, 'neu': 0.819, 'pos': 0.153, 'compound': 0.9996}",0.094,0.092,0.064,0.065,0.028,0.187,0.188,0.149,0.13,0.153,1.0,1.0,0.9996,0.9873,0.9996,83,0.05812324929971989,49,18,9,1,6,30,21,9,4,5,27,13,8,6,1,146,69,47,24,11,55,69,297,0.03851540616246499,0.04831932773109244,0.20798319327731093,50.511774077388104,0.5543099296416766,3.0,0.3589926377924112,-0.5734746934057082,-0.06502695968976574,0.02871148459383753,0.05812324929971989,1.8102240896358543,0.3949579831932773,0.004712536472007432,0.9989032913165266,3.0,1,0.0050031989766548615,0.2675352481980821,1
Lake Placid,5.7,Lake-Placid,1,548,426,425,538,196,2,1,2,3,3,129,118,122,122,65,0.9936,0.9724,-0.9944,0.995,-0.8313,952,52,0.0546218487394958,21,6,12,11,2,320,204,197,184,47,"{'neg': 0.104, 'neu': 0.76, 'pos': 0.136, 'compound': 0.9984}","{'neg': 0.113, 'neu': 0.759, 'pos': 0.128, 'compound': 0.9917}","{'neg': 0.15, 'neu': 0.732, 'pos': 0.117, 'compound': -0.9993}","{'neg': 0.095, 'neu': 0.779, 'pos': 0.126, 'compound': 0.9994}","{'neg': 0.091, 'neu': 0.839, 'pos': 0.071, 'compound': -0.9857}",0.104,0.113,0.15,0.095,0.091,0.136,0.128,0.117,0.126,0.071,0.9984,0.9917,-0.9993,0.9994,-0.9857,52,0.0546218487394958,16,7,14,6,9,39,28,6,6,7,18,11,12,7,0,107,88,63,77,20,48,86,355,0.050420168067226885,0.09033613445378152,0.3728991596638656,30.885734432964405,-0.17987468281336425,2.2,0.2514101722217622,-0.21098067702826007,-0.6293932891724708,0.0546218487394958,0.0546218487394958,2.240546218487395,0.5840336134453782,0.9321949959101904,0.4878505252100841,2.2,0,0.974420108577404,0.3471398285736022,1
Moonrise Kingdom,7.8,Moonrise-Kingdom,1,482,448,387,385,218,1,2,2,3,7,122,118,111,90,51,0.9987,0.9939,0.9574,-0.8875,0.7961,798,37,0.046365914786967416,10,12,6,5,4,232,179,174,185,28,"{'neg': 0.101, 'neu': 0.729, 'pos': 0.17, 'compound': 0.9987}","{'neg': 0.11, 'neu': 0.734, 'pos': 0.155, 'compound': 0.9939}","{'neg': 0.101, 'neu': 0.778, 'pos': 0.121, 'compound': 0.9886}","{'neg': 0.1, 'neu': 0.826, 'pos': 0.074, 'compound': -0.8875}","{'neg': 0.08, 'neu': 0.814, 'pos': 0.105, 'compound': 0.7961}",0.101,0.11,0.101,0.1,0.08,0.17,0.155,0.121,0.07400000000000001,0.105,0.9987,0.9939,0.9886,-0.8875,0.7961,29,0.03634085213032581,11,7,5,5,1,0,0,0,0,0,6,9,4,0,3,64,52,38,21,6,22,0,181,0.02756892230576441,0.0,0.2268170426065163,27.960823059409773,-0.5258510599216025,3.0,-0.6092495523434296,-0.6640981975000702,-0.8042673630966893,0.046365914786967416,0.03634085213032581,2.406015037593985,0.6165413533834586,0.7333438931360919,0.5442323308270676,3.0,0,0.7367240340860342,0.2232220801995802,1
Confidence,6.7,Confidence,0,978,414,314,332,324,2,2,2,2,3,167,118,93,91,90,0.9977,0.997,0.9356,0.9945,0.9952,1235,51,0.04129554655870445,27,7,4,9,4,754,189,104,94,94,"{'neg': 0.117, 'neu': 0.755, 'pos': 0.128, 'compound': 0.9998}","{'neg': 0.123, 'neu': 0.702, 'pos': 0.174, 'compound': 0.997}","{'neg': 0.108, 'neu': 0.757, 'pos': 0.135, 'compound': 0.9785}","{'neg': 0.066, 'neu': 0.803, 'pos': 0.131, 'compound': 0.9994}","{'neg': 0.054, 'neu': 0.816, 'pos': 0.13, 'compound': 0.9952}",0.117,0.123,0.108,0.066,0.054000000000000006,0.128,0.174,0.135,0.131,0.13,0.9998,0.997,0.9785,0.9994,0.9952,55,0.044534412955465584,33,6,5,7,4,85,14,13,12,10,22,8,2,0,2,228,63,36,31,26,34,134,384,0.02753036437246964,0.10850202429149798,0.31093117408906884,61.275304105712394,0.19209053013399047,2.2,0.2917535968107556,0.8311896200569031,-0.3909286429121729,0.04129554655870445,0.044534412955465584,1.9125506072874487,0.4526315789473685,0.024227835231402758,0.9919295546558704,2.2,1,0.00791818160943532,0.3457562636568116,0
Cruel Intentions,6.8,Cruel-Intentions,1,838,661,387,215,185,2,2,1,0,1,155,143,113,72,66,0.9996,0.9961,0.9985,-0.7989,0.9414,1417,33,0.02328863796753705,14,16,2,0,1,643,379,215,117,63,"{'neg': 0.157, 'neu': 0.646, 'pos': 0.197, 'compound': 1.0}","{'neg': 0.149, 'neu': 0.677, 'pos': 0.174, 'compound': 0.9997}","{'neg': 0.124, 'neu': 0.686, 'pos': 0.19, 'compound': 0.9996}","{'neg': 0.177, 'neu': 0.642, 'pos': 0.181, 'compound': -0.9613}","{'neg': 0.101, 'neu': 0.722, 'pos': 0.176, 'compound': 0.9912}",0.157,0.149,0.124,0.177,0.101,0.197,0.174,0.19,0.181,0.17600000000000002,1.0,0.9997,0.9996,-0.9613,0.9912,93,0.06563161609033169,36,41,5,6,5,18,10,8,5,0,25,17,11,5,2,145,85,47,20,21,60,41,318,0.04234297812279464,0.02893436838390967,0.2244177840508116,45.71328015016425,0.06864355989818717,1.2,0.15727551484744434,1.0350925042692176,-0.32733807057609343,0.02328863796753705,0.06563161609033169,1.6132674664784756,0.38743824982357095,0.7134585358659605,0.8474093860268171,1.2,0,0.7835770353960101,0.3875349092687681,1
Thirteen Days,7.3,Thirteen-Days,0,808,691,513,352,324,3,4,4,5,7,142,146,121,100,74,0.7705,-0.9557,-0.8618,-0.9945,-0.9752,1023,60,0.05865102639296187,27,14,12,5,2,400,298,175,95,55,"{'neg': 0.118, 'neu': 0.757, 'pos': 0.125, 'compound': 0.7705}","{'neg': 0.102, 'neu': 0.791, 'pos': 0.107, 'compound': -0.9862}","{'neg': 0.127, 'neu': 0.75, 'pos': 0.124, 'compound': -0.8618}","{'neg': 0.131, 'neu': 0.786, 'pos': 0.083, 'compound': -0.9985}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.118,0.102,0.127,0.131,0.0,0.125,0.107,0.124,0.083,0.0,0.7705,-0.9862,-0.8618,-0.9985,0.0,21,0.020527859237536656,3,13,2,3,0,28,16,11,5,3,13,13,15,9,6,118,100,57,29,31,56,63,335,0.05474095796676442,0.06158357771260998,0.32746823069403713,36.323223930203575,0.721613060355989,4.6,0.6145009935227025,-0.1883248010046696,-0.6611885753405106,0.05865102639296187,0.020527859237536656,2.627565982404692,0.5698924731182796,0.6884303148467533,-0.26933245356793745,4.6,0,0.6991433300833242,0.22313763736481376,0
Election,7.3,Election,1,876,725,459,314,206,3,4,3,3,3,160,153,121,97,71,0.9999,0.9998,0.9999,-0.9077,0.994,1105,45,0.04072398190045249,19,12,5,4,5,500,264,185,96,60,"{'neg': 0.081, 'neu': 0.723, 'pos': 0.196, 'compound': 1.0}","{'neg': 0.096, 'neu': 0.736, 'pos': 0.169, 'compound': 1.0}","{'neg': 0.083, 'neu': 0.656, 'pos': 0.261, 'compound': 1.0}","{'neg': 0.156, 'neu': 0.699, 'pos': 0.146, 'compound': -0.9587}","{'neg': 0.079, 'neu': 0.737, 'pos': 0.184, 'compound': 0.9996}",0.081,0.096,0.083,0.156,0.079,0.196,0.16899999999999998,0.261,0.146,0.184,1.0,1.0,1.0,-0.9587,0.9996,98,0.08868778280542987,52,11,19,8,8,27,20,31,7,8,22,18,14,5,1,155,144,98,43,20,60,93,460,0.05429864253393665,0.08416289592760183,0.41628959276018107,40.97104605210098,0.5461884184419527,3.2,0.8700093492529938,-0.3469159331698031,0.2688235450746513,0.04072398190045249,0.08868778280542987,2.334841628959276,0.5447963800904977,0.7624433864884658,0.8338276018099547,3.2,0,0.7834400153170631,0.3257388046524868,1
Psycho,8.5,Psycho,1,506,560,373,321,296,2,2,2,2,2,127,137,115,102,96,-0.9944,0.8282,-0.6468,0.9772,0.9322,917,37,0.04034896401308615,10,11,10,2,4,246,250,183,133,105,"{'neg': 0.102, 'neu': 0.824, 'pos': 0.075, 'compound': -0.9996}","{'neg': 0.116, 'neu': 0.767, 'pos': 0.117, 'compound': 0.8282}","{'neg': 0.087, 'neu': 0.822, 'pos': 0.091, 'compound': -0.8223}","{'neg': 0.119, 'neu': 0.732, 'pos': 0.149, 'compound': 0.9929}","{'neg': 0.09, 'neu': 0.817, 'pos': 0.093, 'compound': 0.9899}",0.102,0.116,0.087,0.119,0.09,0.075,0.117,0.091,0.149,0.093,-0.9996,0.8282,-0.8223,0.9929,0.9899,76,0.08287895310796074,19,1,35,7,14,84,92,55,44,24,18,11,10,4,10,88,104,64,36,26,53,299,318,0.05779716466739367,0.3260632497273719,0.34678298800436197,27.43396117235193,-0.30657025752905714,2.0,0.5338141443447157,-0.7320658255708418,-0.4783656798742821,0.04034896401308615,0.08287895310796074,2.242093784078517,0.6292257360959651,0.8575074259736764,0.07842071973827701,2.0,0,0.9089973980160778,0.2883595484145999,1
The Believer,7.2,"Believer,-The",1,1026,300,196,361,177,3,2,2,5,3,164,107,76,84,65,-0.9997,0.6804,-0.7240000000000001,-0.9846,-0.9897,881,40,0.04540295119182747,28,5,2,4,1,590,129,58,60,44,"{'neg': 0.127, 'neu': 0.784, 'pos': 0.088, 'compound': -1.0}","{'neg': 0.102, 'neu': 0.792, 'pos': 0.106, 'compound': 0.7943}","{'neg': 0.077, 'neu': 0.836, 'pos': 0.087, 'compound': -0.8798}","{'neg': 0.113, 'neu': 0.805, 'pos': 0.082, 'compound': -0.9959}","{'neg': 0.157, 'neu': 0.771, 'pos': 0.072, 'compound': -0.9973}",0.127,0.102,0.077,0.113,0.157,0.08800000000000001,0.106,0.087,0.08199999999999999,0.07200000000000001,-1.0,0.7943,-0.8798,-0.9959,-0.9973,29,0.03291713961407492,14,3,5,2,5,200,27,10,26,13,23,5,5,3,5,149,38,15,23,13,41,276,238,0.04653802497162315,0.3132803632236095,0.27014755959137343,66.37630662020906,-0.2984487463293332,3.0,-0.5554583195581051,0.08354571127841644,-0.5499050737523715,0.04540295119182747,0.03291713961407492,2.3382519863791145,0.5629965947786606,0.6502740265457325,-0.7340138479001134,3.0,0,0.7064992416131809,0.19749933722375573,1
The Prestige,8.5,"Prestige,-The",1,731,576,615,333,258,2,2,3,2,4,152,135,128,110,85,0.9989,0.9965,0.9936,0.9836,0.9713,1146,50,0.04363001745200698,18,8,16,5,3,381,315,250,135,65,"{'neg': 0.097, 'neu': 0.775, 'pos': 0.128, 'compound': 0.9999}","{'neg': 0.127, 'neu': 0.727, 'pos': 0.146, 'compound': 0.9991}","{'neg': 0.11, 'neu': 0.77, 'pos': 0.12, 'compound': 0.9987}","{'neg': 0.116, 'neu': 0.759, 'pos': 0.125, 'compound': 0.9974}","{'neg': 0.065, 'neu': 0.816, 'pos': 0.12, 'compound': 0.9713}",0.097,0.127,0.11,0.116,0.065,0.128,0.146,0.12,0.125,0.12,0.9999,0.9991,0.9987,0.9974,0.9713,92,0.08027923211169284,41,14,16,9,12,34,21,44,5,3,16,9,4,7,2,92,88,91,35,24,38,107,330,0.033158813263525315,0.09336823734729494,0.2879581151832461,33.638749817722264,0.4373601683656524,2.6,0.9775918148236428,-0.7094099495472512,-0.02528285197971608,0.04363001745200698,0.08027923211169284,2.1928446771378707,0.5322862129144852,0.010174753068256735,0.9937163176265268,2.6,1,0.011019691465735306,0.22252134077257085,1
Juno,7.5,Juno,1,1158,457,308,278,300,3,2,2,1,2,163,112,97,86,92,1.0,0.9989,0.9962,0.9983,0.9959,1187,39,0.03285593934288121,24,5,4,4,2,649,200,135,108,95,"{'neg': 0.096, 'neu': 0.707, 'pos': 0.197, 'compound': 1.0}","{'neg': 0.053, 'neu': 0.79, 'pos': 0.158, 'compound': 0.9997}","{'neg': 0.06, 'neu': 0.79, 'pos': 0.15, 'compound': 0.999}","{'neg': 0.065, 'neu': 0.733, 'pos': 0.201, 'compound': 0.9983}","{'neg': 0.085, 'neu': 0.741, 'pos': 0.174, 'compound': 0.9989}",0.096,0.053,0.06,0.065,0.085,0.197,0.158,0.15,0.201,0.174,1.0,0.9997,0.999,0.9983,0.9989,75,0.06318449873631002,43,10,14,2,6,29,22,8,7,1,28,9,7,7,3,264,70,52,47,27,54,67,460,0.04549283909014322,0.05644481887110363,0.3875315922493682,58.64988167557149,0.41786854148631497,2.0,0.1707233230437755,-0.12035717293389812,-0.3193892490340835,0.03285593934288121,0.06318449873631002,2.106992417860152,0.4633529907329402,0.001578100123566312,0.9988996630160067,2.0,1,0.0006046486583132473,0.2977042721640745,1
Gandhi,8.1,Gandhi,1,1028,340,229,301,208,3,3,3,5,4,168,96,82,86,76,0.9911,-0.9976,0.965,-0.914,-0.5672,793,59,0.07440100882723834,39,6,1,8,5,521,110,57,57,48,"{'neg': 0.135, 'neu': 0.722, 'pos': 0.142, 'compound': 0.9996}","{'neg': 0.16, 'neu': 0.741, 'pos': 0.099, 'compound': -0.9998}","{'neg': 0.131, 'neu': 0.704, 'pos': 0.165, 'compound': 0.965}","{'neg': 0.121, 'neu': 0.764, 'pos': 0.115, 'compound': -0.9928}","{'neg': 0.096, 'neu': 0.803, 'pos': 0.101, 'compound': -0.6953}",0.135,0.16,0.131,0.121,0.096,0.142,0.099,0.165,0.115,0.101,0.9996,-0.9998,0.965,-0.9928,-0.6953,72,0.09079445145018916,31,20,2,13,6,63,12,10,6,1,28,5,0,3,0,190,39,16,17,16,36,92,278,0.04539722572509458,0.11601513240857506,0.3505674653215637,67.5992966487381,-0.2237308432918733,3.6,-0.3940846212021316,-0.6414423214764797,-0.3511845352021232,0.07440100882723834,0.09079445145018916,2.6557377049180326,0.6406052963430012,0.8956761414707884,0.4821040353089534,3.6,0,0.9267671284632402,0.1897025236188852,1
Hesher,7.0,Hesher,0,379,539,248,312,302,0,2,0,1,2,105,120,90,94,96,-0.9986,-0.9997,0.9491,0.9791,0.9995,993,28,0.02819738167170192,9,11,1,4,3,347,275,124,134,113,"{'neg': 0.186, 'neu': 0.711, 'pos': 0.103, 'compound': -0.9999}","{'neg': 0.186, 'neu': 0.709, 'pos': 0.106, 'compound': -0.9999}","{'neg': 0.049, 'neu': 0.875, 'pos': 0.077, 'compound': 0.9926}","{'neg': 0.141, 'neu': 0.699, 'pos': 0.16, 'compound': 0.994}","{'neg': 0.052, 'neu': 0.72, 'pos': 0.228, 'compound': 0.9999}",0.18600000000000005,0.18600000000000005,0.049,0.141,0.052000000000000005,0.103,0.106,0.077,0.16,0.228,-0.9999,-0.9999,0.9926,0.994,0.9999,49,0.04934541792547835,16,11,7,3,12,3,15,2,4,2,5,10,4,13,3,60,66,31,63,44,35,26,264,0.035246727089627394,0.026183282980866064,0.26586102719033233,25.57345847143373,-0.7532533735138718,1.0,-0.434428045791125,2.258509809543105,-0.6929838615085503,0.02819738167170192,0.04934541792547835,1.7925478348439077,0.5085599194360524,0.9677058486957696,-0.2614304128902318,1.0,0,0.9775454375117302,0.27429606477250074,0
Raging Bull,8.2,Raging-Bull,1,1244,634,378,218,207,2,2,1,3,6,174,137,108,84,48,0.9998,-0.9985,-0.9994,0.9678,0.9934,1731,51,0.029462738301559793,30,11,9,1,0,1023,411,209,56,32,"{'neg': 0.101, 'neu': 0.772, 'pos': 0.127, 'compound': 1.0}","{'neg': 0.121, 'neu': 0.785, 'pos': 0.094, 'compound': -0.9999}","{'neg': 0.186, 'neu': 0.709, 'pos': 0.105, 'compound': -0.9998}","{'neg': 0.097, 'neu': 0.775, 'pos': 0.128, 'compound': 0.9958}","{'neg': 0.042, 'neu': 0.817, 'pos': 0.141, 'compound': 0.9992}",0.101,0.121,0.18600000000000005,0.097,0.042,0.127,0.094,0.105,0.128,0.141,1.0,-0.9999,-0.9998,0.9958,0.9992,232,0.1340265742345465,99,71,39,7,16,97,18,14,0,0,23,11,4,3,0,279,85,30,19,9,41,129,422,0.023685730791450033,0.07452339688041594,0.243789716926632,60.89877439854744,0.7086186424364308,2.8,0.18417113124010664,1.329618892575894,1.5167885271702104,0.029462738301559793,0.1340265742345465,1.5488157134604277,0.3183131138070481,0.9729718113080152,0.28279774696707105,2.8,0,0.9789069324506798,0.4287683502269048,1
The Adjustment Bureau,7.1,"Adjustment-Bureau,-The",1,1177,581,492,498,407,2,1,3,3,4,167,132,124,125,104,0.9984,-0.9328,0.7763,0.8759,0.9906,1433,67,0.046755059316120035,35,11,8,8,5,724,290,162,157,100,"{'neg': 0.093, 'neu': 0.799, 'pos': 0.108, 'compound': 0.9999}","{'neg': 0.112, 'neu': 0.783, 'pos': 0.104, 'compound': -0.9328}","{'neg': 0.067, 'neu': 0.86, 'pos': 0.073, 'compound': 0.9332}","{'neg': 0.068, 'neu': 0.852, 'pos': 0.08, 'compound': 0.9845}","{'neg': 0.053, 'neu': 0.856, 'pos': 0.091, 'compound': 0.9974}",0.093,0.112,0.067,0.068,0.053,0.108,0.104,0.073,0.08,0.091,0.9999,-0.9328,0.9332,0.9845,0.9974,160,0.11165387299371947,52,32,34,19,23,83,37,10,17,9,25,8,6,3,3,181,74,60,42,35,45,156,392,0.0314026517794836,0.10886252616887647,0.2735519888346127,48.689834603233614,1.4769136019303115,2.6,1.5423997590695495,-0.3695718091933937,0.3642094035787705,0.046755059316120035,0.11165387299371947,2.201674808094906,0.4549895324494068,0.7417497081900335,0.5685041870202373,2.6,0,0.7649995728103383,0.376482212351617,1
True Lies,7.2,True-Lies,1,710,416,599,453,274,2,1,2,2,3,128,121,112,120,99,0.9921,0.8984,-0.9787,0.9958,0.9964,1268,36,0.028391167192429026,14,7,7,7,1,411,268,282,216,91,"{'neg': 0.097, 'neu': 0.783, 'pos': 0.119, 'compound': 0.9995}","{'neg': 0.12, 'neu': 0.751, 'pos': 0.128, 'compound': 0.9954}","{'neg': 0.112, 'neu': 0.777, 'pos': 0.111, 'compound': -0.9968}","{'neg': 0.113, 'neu': 0.734, 'pos': 0.153, 'compound': 0.9989}","{'neg': 0.041, 'neu': 0.787, 'pos': 0.172, 'compound': 0.9964}",0.097,0.12,0.112,0.113,0.041,0.119,0.128,0.111,0.153,0.172,0.9995,0.9954,-0.9968,0.9989,0.9964,97,0.07649842271293375,13,27,43,5,9,28,19,21,12,4,14,7,6,5,5,110,55,52,62,24,37,84,303,0.02917981072555205,0.06624605678233439,0.2389589905362776,33.03841387856258,0.3382777317290208,2.0,0.5741575689337092,0.06088983525482593,-0.1842592828199147,0.028391167192429026,0.07649842271293375,1.9337539432176656,0.4574132492113565,0.7806441007270855,0.5349338328075711,2.0,0,0.7977414503459125,0.3363608771219733,1
